text,text_length,sentiment_polarity,emotion_intensity,positive_ratio,negative_ratio,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,emotion_label
"写一首歌想欲唱乎你来听
你甘知影这是阮心内尚痛的折磨
自私反背你决心自己走
期待的只是你点头应一声唱一条歌 唱甲目屎流袂干
两人越离越远不是你无爱我没心肝
只求有一天你会了解阮坚持啥
放手接受我选择细汉的一个梦爸爸
幸福是有你来作伴
只惊你无记志将阮放爸爸
是顶世人牵的伴
等到成功才知伤你这重唱一条歌 唱甲目屎流袂干
两人越离越远不是你无爱我没心肝
只求有一天你会了解阮坚持啥
放手接受我选择细汉的一个梦爸爸
幸福是有你来作伴
只惊你无记志将阮放爸爸
是顶世人牵的伴
等到成功才知伤你这重爸爸
幸福是有你来作伴
只惊你无记志将阮放爸爸
是顶世人牵的伴
等到成功才知伤你这重只要你快乐甲平安
退一步苦阮来承担
因为你是我这一生尚爱的人命运会变海水会干
想欲乎你过较好命
后世人犹原欲做你的查某囝
后世人犹原欲做你的查某囝",360,0.07,0.07,0.07,0.0,0.46,0.519,0.729,120.059,-3.843,0.406,0.0,0.0292,0.196,calm
"爸爸你怎么不说话 战火即将要爆发
我们的沉默就像你摔坏的吉他
妈妈 你也怎么不说话
眼光 冷冷看着我挣扎
不是我已不乖 没故意不顺从你
不是我已不乖 你怎么还不相信
不是我已不乖 你把我扎得太紧
让我 无法再呼吸
我到底要怎样 该怎样把锁打开
所有的束缚通通都扯开
我不要每一步 都会有冥冥安排
我有权主宰自己的未来
我到底要怎样 该怎样把锁打开
把内心的话彻底说明白
我不要每一步 都会有冥冥安排
不再 是你心中的小孩
爸爸你怎么都不说话 战火即将要爆发
我们的沉默就像你摔坏的吉他
妈妈啊 请你说说话
你怎么忍心看着我 为梦想挣扎
不是我已不乖 没故意不顺从你
不是我已不乖 你怎么还不相信
不是我已不乖 你把我扎得太紧
让我 无法再呼吸
我到底要怎样 该怎样把锁打开
所有的束缚通通都扯开
我不要每一步 都会有冥冥安排
我有权主宰自己的未来
我到底要怎样 该怎样把锁打开
把内心的话彻底说明白
我不要每一步 都会有冥冥安排
不再 是你心中的小孩
我不是不乖 我不是变坏
我不再是你眼中 懵懂的小孩
我不是不乖 我不是变坏
我要把翅膀打开 去追求我的梦想
这个平凡故事在不久以前发生
我为了音乐梦想爸妈发生战争
他们看到我的认真 给我百分百的信任
让我在追求梦的路上 一点都不怕冷
希望在未来的日子 可以发光发热
将一切成就一切荣耀送给他们
希望可抚平这日子以来……
爸爸心中的伤痕 妈妈脸上得泪痕
感谢你信任我相信我把手放开
给予我所有 不言悔的爱
站在这一个真正属于我的舞台
让我去主宰自己的未来
感谢你信任我相信我把手放开
跌倒了我会勇敢爬起来
站在这一个真正属于我的舞台
是你 让我活得精彩
感谢你信任我相信我把手放开
给予我所有不言悔的爱
站在这一个真正属于我的舞台
让我去主宰自己的未来
感谢你信任我相信我把手放开
跌倒了我会勇敢爬起来
站在这一个真正属于我的舞台
是你 让梦想变得精彩",801,0.0329218106995884,0.0493827160493827,0.0329218106995884,0.0,0.474,0.485,0.804,92.015,-7.81,0.206,0.0,0.0614,0.169,calm
"自问活了一生却为何
飞灰一点向晚风堕
一得一失一爱一恨岂会多
白白活了一生到尽头
谁个是我
镜里一个影
那一分可似我与这影张开两手
身心颤抖
默然度过
计算一生罪过
世界或原谅我
我心仲裁着我
判我得到了什么
我也许得到了天
得到了海
但尘俗里
遗留了自我
茫茫漫长夜
求风声休笑我",141,0.0,0.0,0.0,0.0,0.448,0.597,0.737,92.049,-7.333,0.292,0.0,0.118,0.13,calm
"记得国中时的我们
爱发白日梦的天真
傻傻的说长大后想嫁人
真爱的人
我们像是温室的花
不曾经过风吹雨打
想像中的世界是完美
完美无瑕
我要保留的纯真
没有什么值得牵挂看看长大后的我们
各自被爱伤的很深
才发现这世界是残忍
太少诚恳
虽然有点心灰意冷
唱唱歌让情绪暖热
想想其实也没有什么大不了的
我还是一样开朗
没有什么值得烦呀
我要保留的纯真
没有什么值得牵挂  我们是温室的花 有时难免有点郁闷
怀念小时后地纯真
简简单单不会有太多复杂的人
虽然有点心灰意冷
唱唱歌让情绪暖热
想想其实也没有什么大不了的 ＊只要保持阳光的微笑
所有烦恼会散在云霄  ＊＊＊",280,0.0111111111111111,0.0555555555555555,0.0333333333333333,0.0222222222222222,0.562,0.594,0.753,112.568,-9.486,0.0711,0.0,0.0816,0.391,calm
"那五彩缤纷的花朵为谁开放
游子再也没有回到故乡
只有我在废墟尽头凝望",34,0.0,0.0,0.0,0.0,0.891,0.292,0.913,120.017,-16.416,0.00365,0.00485,0.0891,0.0445,calm
"多年以来
总是感觉匆匆忙忙
想法太多
希望太少
岁月反复无常
过去太遥远
未来太迷茫
时间在那梦里躲藏
失眠的恐慌
奔跑的欢畅在麻醉和迷幻里徜徉
那些来去匆匆姑娘
带我走近快乐梦想
却使我越来越来习惯
对漂亮的眼睛撒谎多年以来
总是感觉匆匆忙忙
想法太多
希望太少
岁月反复无常
过去太遥远
未来太迷茫
时间在那梦里躲藏
失眠的恐慌
奔跑的欢畅在麻醉和迷幻里徜徉
那些来去匆匆姑娘
带我走近快乐梦想
却使我越来越来习惯
对漂亮的眼睛撒谎爱恨纠缠世事无常
悲欢离合还是旧情难忘
不再理会尘世忧伤
抛开一切走进天堂
爱恨纠缠世事无常
悲欢离合 旧情难忘
不再理会尘世忧伤
抛开一切走进天堂
哦
抛开一切走进天堂",303,0.058252427184466,0.0776699029126213,0.058252427184466,0.0,0.568,0.228,0.602,73.975,-17.87,0.677,0.918,0.0982,0.331,calm
"秋天的风吹过原野
无尽的星空多灿烂
就在那分手的夜晚
你曾这样轻声告诉我
无论相距有多遥远
只要我轻声呼唤你
你会放下一切到我身边
我的姑娘
我的姑娘
我不知对你在说些什么
也不在乎它的真假
只是将你轻轻拥在我怀里
仰望着蓝色的星空
只是将你轻轻拥在我怀里
倾听着风的声音
只是将你轻轻拥在我怀里
我的姑娘
我的姑娘",158,0.0,0.0,0.0,0.0,0.41,0.591,0.926,96.993,-8.678,0.486,0.000526,0.0579,0.0759,calm
"赶走的是疯癫我一个人待
不走的是想念啊我心被困在越是懂得放手越是作茧自缚
爱情里总没有一个人能说走就走
就算装的很洒脱嘿我藏了好多话没说
以为这就是成熟
就连后悔眼神不能躲嘿此刻我真的想你了
你会在哪呢
会不会偶尔想起我
旧地方走几遍
我试着能遇见
念着回不去的爱
我的逞强像活该
你会在哪呢赶走的是疯癫我一个人待
不走的是想念啊我心被困在越是懂得放手越是作茧自缚
爱情里总没有一个人能说走就走
就算装的很洒脱嘿我藏了好多话没说
以为这就是成熟
就连后悔眼神不能躲嘿此刻我真的想你了
你会在哪呢
会不会偶尔想起我
旧地方走几遍
我试着能遇见
念着回不去的爱
我的逞强像活该
你会在哪呢嘿我藏了好多话没说
以为这就是成熟
就连后悔眼神不能躲嘿此刻我真的想你了
你会在哪呢
会不会偶尔想起我
旧地方走几遍
我试着能遇见
念着回不去的爱
我的逞强像活该
你会在哪呢你会在哪呢",384,0.0,0.0,0.0,0.0,0.519,0.407,0.338,172.612,-8.506,0.0327,0.00246,0.0371,0.081,calm
"树枝上
长着嫩叶一片
如一个舞台
上面站着春天
那树枝上
树枝上长着嫩叶一片
那如一个舞台
如一个舞台
上面站着春天
树枝上
树枝上 长着嫩叶一片
如一个舞台
如一个舞台
上面站着春天
树枝上 长着嫩叶一片",103,0.0,0.0,0.0,0.0,0.586,0.525,0.668,150.19,-9.081,0.623,0.000757,0.218,0.152,calm
"世上最遥远的地方
不是天各一方
是不愿再回忆
那春悲秋凉的过去世上最遥远的地方
敞开你忧伤的心
曾经的往事与现实
却不曾记忆琴声在慢慢地来
走入失眠的梦里
雨滴在阵阵地打
敲响心动的涟漪弦在心中淡断
未来步履匆匆
就要到达的地方
找回自己要去最遥远的地方
我想再去流浪
让轻沙抚平创伤
冷风习习在身旁站在最遥远的地方
听到寂寞在歌唱
曾经的怀念
留下心动的岁月世界上最遥远的地方
不是天各一方
是不愿再回忆
那春悲秋凉的过去世界上最遥远的地方
敞开你忧伤的心
曾经的往事与现实
却不曾记忆世界上最遥远的地方
不是天各一方
是不愿再回忆
那春悲秋凉的过去世界上最遥远的地方
敞开你忧伤的心
曾经的往事与现实
却不曾记忆世上最遥远的地方
我想再去流浪
让轻沙来抚平创伤
冷风习习陪在身旁站在最遥远的地方
听到寂寞在歌唱
曾经的怀念
留下心动的岁月",371,-0.0166666666666666,0.0166666666666666,0.0,0.0166666666666666,0.416,0.489,0.534,147.943,-8.725,0.302,0.0,0.241,0.112,calm
"鲜花盛开的季节里
是再次出发的起点
这五月城市的天空
有天使沐浴在星光里春天是因为我思念你
春风里温暖的琴声
是海棠花开放蓝天里
幽香的清雅宛如你我如此爱你们的季节
是七月每次的来临
虽然我和你相隔千里
却依然和你在一起古老的城墙就好像
沉默的莲花绽放夕阳里
你们互相搀扶的身影
缓慢走在晚风里秋天是因为你在身边
这城市最美的天空
你的笑容和青山相映
让我的心感到宁静西山在这九月的下午
成为了我的逍遥乡
这个秋天和以往不同
也是人生里的初次放下渴望收获的心
所有的一切都是因为你
简简单单地为你歌唱
阳光普照在冬天",258,0.0123456790123456,0.0123456790123456,0.0123456790123456,0.0,0.412,0.501,0.537,83.796,-11.777,0.148,3.68e-06,0.222,0.115,calm
"绕着山路 走得累了
去留片刻 要如何取舍
去年捡的 美丽贝壳
心不透彻 不会懂多难得以为 只要简单地生活
就能平息了脉博 却忘了在逃什么我的爱 明明还在 转身了才明白
该把幸福 找回来 而不是各自缅怀
我会在 沿海地带 等着潮汐更改 送你回来
你走路姿态 微笑的神态 潜意识曾错过的真爱以为 只要简单地生活
就能平息了脉博 却忘了在逃什么我的爱 明明还在 转身了才明白
该把幸福 找回来 而不是各自缅怀
我会在 沿海地带 等着潮汐更改 送你回来
你走路姿态 微笑的神态 潜意识曾错过的真爱莫非这是上天善意的安排
好让心更坚定 彼此更接近 真爱～我的爱 明明还在 转身了才明白
该把幸福 找回来 而不是各自缅怀
我会在 沿海地带 等着潮汐更改 试着忍耐不再怕伤害 不再怕期待 潜意识那才是我真爱你走路姿态 微笑的神态 潜意识那才是我真爱",367,0.0594059405940594,0.0594059405940594,0.0594059405940594,0.0,0.523,0.554,0.551,79.812,-9.403,0.164,9.4e-05,0.028,0.0869,calm
"平生
山野中听暮雨望明月醉千回
如今
剑出鞘万里凄风满悲苦
名花
香暗飘意若醉真似邀我相扶
名剑
懒挥舞莫教一朝血腥污
尘露满天愿君休回顾
烽烟迷漫满地
他朝仗剑一身尽扫天际愁和苦
名花
经雪霜两地散只盼得再相会
名剑
似冰雪伴我千山只影孤
尘露满天愿君休回顾
烽烟迷漫满地
他朝仗剑一身尽扫天际愁和苦
名花
经雪霜两地散只盼得再相会
名剑
似冰雪伴我千山只影孤
名剑
似冰雪伴我千山只影孤",195,0.0,0.0,0.0,0.0,0.454,0.564,0.615,103.006,-6.384,0.0105,0.0,0.0291,0.148,calm
"我本想跟你 淡然去 无奈此去不易
看着我一脸茫然 与眼中困惑 你不忍转身去
毋让往日情 来留住你 惟愿可克制自己
相看却不语 可知道 全为舍不得你 这一刻跟你 默然对 谁知心里淌泪
你问我怎么不语 我说因太累 这本非真心意
期望这段情 延长下去无穷无尽 无奈消失似露水去似露水
相处每一刹 都癡癡醉 谁又会舍得你 你不必多说 求求你 难忍心里的泪
我愿往昔的欢笑 与往昔美丽 留在你深心处
明白我愿能 完全属你谁能维系 无奈身不自主怎可自主
不必再管我 转身去 纵使舍不得你 不必再管我 转身去 纵使舍不得你",254,0.0,0.0,0.0,0.0,0.572,0.291,0.881,92.582,-7.603,0.0627,3.15e-06,0.166,0.0747,calm
"鲜花盛开的季节里
是再次出发的起点
这五月城市的天空
有天使沐浴在星光里春天是因为我思念你
春风里温暖的琴声
是海棠花开放蓝天里
幽香的清雅宛如你我如此爱你们的季节
是七月每次的来临
虽然我和你相隔千里
却依然和你在一起古老的城墙就好像
沉默的莲花绽放夕阳里
你们互相搀扶的身影
缓慢走在晚风里秋天是因为你在身边
这城市最美的天空
你的笑容和青山相映
让我的心感到宁静西山在这九月的下午
成为了我的逍遥乡
这个秋天和以往不同
也是人生里的初次放下渴望收获的心
所有的一切都是因为你
简简单单地为你歌唱
阳光普照在冬天",258,0.0123456790123456,0.0123456790123456,0.0123456790123456,0.0,0.439,0.502,0.456,159.658,-8.092,0.722,0.00736,0.0765,0.377,calm
"突然心动
陈晓东电视剧 兰陵王 插曲
作词：二水
作曲：孔凡东
编曲：孔凡东一朵夕阳斜斜挂在巷口，
我俳佪在你家的门口，
有些话已经蠢蠢欲动，
我只想你一人懂，
不想别人在我的眼中。一片落叶落在我的胸口，
我才知道，已到深秋，
我一直用心在播种，
你浅浅的一个笑容，
让我魂牵梦绕在其中。我为你心动，被你感动
你的笑容，像天边的彩虹，
我说过永远，不是冲动。
我会珍惜关于你的每一分钟。突然心动，有你不同
我的天空，过滤掉了伤痛。
我说过永远，当然管用
我让瞬间停在我心中。我说过永远，当然管用
我让瞬间停在
我心中。。。
我心中。。。。
我心中。。。。
……
我心中。。。。",288,0.0144927536231884,0.0144927536231884,0.0144927536231884,0.0,0.525,0.435,0.779,188.223,-12.745,0.334,0.000114,0.542,0.0924,calm
"不知道是早晨
不知道是黄昏
看不到天上的云
见不到街边的灯
黑漆漆 阴沉沉 你让我在这里痴痴的等 想的是你的爱
想的是你的吻
流不尽相思的泪
熬不完离别的恨
梦悠悠 昏沉沉 你让我在这里痴痴的等也曾听到走近的足声
撩起我多少兴奋
也曾低呼你的名字
盼着你向我飞奔 看清楚掠过的影子
才知道是一个陌生的人
会不会你再来
要不要我再等
一遍遍我自己想
一声声我自己问爱越深
恨越深
你让我在这里痴痴的等
我还是在这里痴痴的等",210,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0,0.454,0.499,0.475,142.867,-6.818,0.84,0.0,0.185,0.111,calm
"他爱你爱了一半
另一半 在人群中流浪
遗憾是难免的伤
得不到 最叫人难忘你怕他没人做饭
你怕他喝醉没人管
你怕他周末夜晚没人陪伴 于是往前走 向后看就勇敢吧 爱禁止回转
他过的怎样 担心变成你一种坏习惯
剪一段过往还给远方
然后狠下心 用力放 努力忘记得 爱禁止回转
他伤的怎样 猜测不该变成你的负担
别把旧时光穿在身上
有一种漂亮 是为自己坚强你的爱学会隐藏
藏情感 在现实另一端
挂念是无尽黑暗
越是想 天越是不亮你怕他拼命加班
你怕他胃痛又再犯
你怕他把你淡忘另结新欢 于是往前走 向后看你还有自由可以挥霍 你还有朋友可以热络
当他的喜欢用完之后 没看的书写的信放的空 就去享受",292,0.0,0.0714285714285714,0.0238095238095238,0.0238095238095238,0.422,0.396,0.696,91.978,-9.165,0.446,0.0,0.0556,0.128,calm
"绝对的完美一双手
不流汗也不发抖
交叉在微笑的背后
暗藏危险的轮廓
在你最放松的时候
绝不带着任何感情就下手
从来不回头
开始的感觉
不会痛
不会痛
放大的瞳孔
就像作梦
幸福的错觉
很温暖
很包容
也许还期待
这是致命的冲动
你不懂
我不懂
究竟杀手为什么存在
因为爱
还是未知的未来
心情放松摇摆
在你三百米之外
数着心跳等待
所有念头全抛开
锁起来
进来
这美丽的悲哀
这是爱
就是爱
全世界都不明白
心情停止摇摆
在你三百米之外
感觉饥饿难耐
需要你填满空白
锁起来
进来
这美丽的悲哀
这是爱
就是爱
只有妳明白",261,0.050632911392405,0.050632911392405,0.050632911392405,0.0,0.499,0.512,0.749,98.691,-9.595,0.0488,6.84e-05,0.0466,0.111,calm
"早上七点每天醒来都是一样
开始劳动要把地板擦干净
再去擦亮，衣服洗好冲明整净
多擦一遍，看看时钟，七点十五
是我看书时间，看多少都可以
还在我私家画展再多加几笔
弹吉他，与编织
再弄点好吃的
可我的生活那天开始与此之后，拼个图片要做曲奇
整个面具，跳跳芭蕾再下棋
整个陶艺，练练口气，风干洋蠋
仲懒腰，画几笔
爬上去，缝纫裙
然后再读书去，如果还有时间
就再去画多点，应该还有空间
我还要不停的，处理我长头发
在这个地方度日如年
我不停想啊，在想啊，在想啊
可我的生活那天开始明天晚上，亮灯会出现
就像每年，我生日的这天
那天天空，是什么模样
我已经长大
妈妈是否让我去？",286,0.0,0.0,0.0,0.0,0.864,0.325,0.833,102.02,-10.093,0.0498,0.0674,0.0404,0.15,calm
"一只蝴蝶在飞 飞过你的身边
落在你美丽的指尖 啦咦
用你最深情的面容亲吻如清风般舞动的快乐
一片花瓣飞 抚摸过你的脸
香留发间啦咦
用你最深情的眼睛
看看这世上动情的人儿啊在歌唱
穿过时间空间的快乐
献给所有的生命
欢乐女神
圣洁美丽
灿烂光芒照大地
我们心中充满热情
来到你的圣殿里
你的力量能使人们消除一切分歧
在你光辉照耀下面人们团结成兄弟
牵着我的手和我一起唱快乐 快乐（苗语）",193,0.0689655172413793,0.0862068965517241,0.0689655172413793,0.0,0.461,0.59,0.817,129.997,-4.197,0.203,0.0,0.095,0.152,calm
"去学校的路很久没走
最近也换了新的工作
所有的追求 是不是缺少了什么想像着生活 风平浪静
打开了窗户 突然想起
你在的世界 会不会很靠近水星看鱼仔 在那 游来游去 游来游去
我对你 想来想去 想来想去
这几年我的打拼跟认真 都是因为你花在风中 摇来摇去 摇来摇去
我对你 想来想去 想到半暝
希望月光带你回到我身边如果我也变成一条鱼
如果你也变成了氧气
未来多美好 不想要一个人承受我需要你 需要你 需要你陪伴我
好想要你 想要你 想要你陪着我
却只能等候看鱼仔 在那 游来游去 游来游去
我对你 想来想去 想来想去
这几年我的打拼跟认真 都是因为你花在风中 摇来摇去 摇来摇去
我对你 想来想去 想到半暝
希望月光带你回到我身边我需要你 需要你 需要你陪伴我
好想要你 想要你 想要你陪着我
不知道你在哪里花在风中 摇来摇去 摇来摇去
我对你 想来想去 想到半暝
希望月光带你回到我身边
我相信爱你的心会让我找到你",408,0.0388349514563106,0.0388349514563106,0.0388349514563106,0.0,0.592,0.537,0.852,132.089,-8.186,0.104,0.0,0.105,0.0732,calm
"原谅总是沉默的人
距离太远会变无声
有些感觉并不适合承认
与其回避你的眼神
动摇我的一丝可能
那就趁你看穿我以前转身
以为我多神秘
是你不够聪明而已
那么靠近却又和你保持距离
就不必担心会失去守在你的背后比牵起手温柔
只让你的背影躺进我的胸口
把爱藏在背后陪我隐形温柔
像最好的知己不打扰你心动
悲伤也像无痛流泪也用笑容
没开始的冲动也就没有最后与其回避你的眼神
动摇我的一丝可能
那就趁你看穿我以前转身
以为我多神秘
是你不够聪明而已
那么靠近却又和你保持距离
就不必担心会失去守在你的背后比牵起手温柔
只让你的背影躺进我的胸口
把爱藏在背后陪我隐形温柔
像最好的知己不打扰你心动
像离开的逗留还好你很笨拙
做了有他 梦你就别再回头",317,-0.032258064516129,0.032258064516129,0.0,0.032258064516129,0.61,0.222,0.633,111.411,-10.381,0.855,0.0,0.0301,0.107,calm
"不想住在博物馆
只是要到那里随便逛一逛
展览着海枯石烂
不耐烦 就不要看陪你流浪到海滩
就算你没有打算
你不想玩 我也想玩你是一间美术馆
你的脸谁来看 你都不能管
随便我左顾右盼不耐烦 我也要看
爱你是我的习惯
不管你未来怎么办
不能偿还 不用交换你喜欢不如我喜欢
你的不满成全我的美满
左等右等你爱我不如我爱你
不为谁带来什么麻烦我悲伤不等于你悲伤
那么简单 就把这情歌乱弹
你来听 我来唱",196,0.0,0.08,0.04,0.04,0.548,0.578,0.672,113.945,-6.621,0.469,0.0,0.0569,0.312,calm
"前方的月亮好奇妙
海上的船都看不着
昨天的后悔忘记了
今天的事都忘记了前方的月亮好奇妙
海上的船都看不着
昨天的后悔忘记了
今天的事都忘记了",70,0.0,0.0,0.0,0.0,0.529,0.592,0.783,119.004,-6.966,0.489,0.0,0.16,0.221,calm
"别犹豫 别偶遇 别相遇 别一个人去看喜剧
别继续 别比喻 别治癒 别让人看出你有多委屈
别下雨 别下去 别多馀 别以为他还会为你淋雨
别几句 就离去 别离去 别让他听见你最后一句别坦白 别让故事精彩
别不安 只是还有习惯
别喜欢 我长期的勇敢
别揭穿 我唯一的遗憾别允许 别也许 别参与 别自己和自己过不去
别一句 又一句 别造句 别让人笑话你的遭遇别坦白 别让故事精彩
别不安 只是还有习惯
别喜欢 我长期的勇敢
别揭穿 我唯一的遗憾别垄断 我想你的夜晚
别刺穿 我包裹的不堪
别交代 我爱你的病态
多草率 除了你都不爱别犹豫 别偶遇 别相遇…",273,0.0547945205479452,0.0821917808219178,0.0547945205479452,0.0,0.634,0.38,0.764,172.112,-14.212,0.753,0.884,0.369,0.119,calm
"（段1）
我颠颠又倒倒好比浪涛
有万种的委屈付之一笑
我一下低我一下高
摇摇晃晃不肯倒
酒里乾坤我最知道（段2）
江湖中闯名号从来不用刀
千斤的重担我一肩挑
不喊冤也不求饶
对情谊我肯弯腰
醉中仙好汉一条（段3）
莫说狂狂人心存厚道
莫笑痴 因痴心难找
莫怕醉 醉过海阔天高
且狂且痴且醉趁年少（重复段1）（说唱）
干了吧
站稳脚步你放轻松
酒过三巡你别偷溜
棒打老虎鸡吃虫
鸡吃了虫
它变成龙
看我脸红脖子也粗
心里明白我是英雄啊（重复段2）
（重复段3）
且狂且痴且醉在今朝
（重复段1）",246,0.0,0.0,0.0,0.0,0.475,0.594,0.703,153.848,-6.146,0.342,0.0,0.0752,0.123,calm
"不再回头
歌手：雨天
泪再也不愿为你滴流
血再也不愿为你倒流
我爱你爱了很久
也忍你忍了很久
我的耐心已不再存留
我喝了你的爱情毒酒
就变成你爱情的苦囚
一点自由不能有
一点自尊不能留
灵魂躯体你都要佔有
我再也不愿听你要求
我受够了你那些自私要求
我再不愿被当做你的玩偶
当做你的球
不开心就踢开我走
你残忍杀了我的温柔
我不能让你杀得片甲不留
就算你装做可怜要我挽留
我至多回首
留给你无尽的冷漠
就不再回头
喔嗷
我再也不愿听你要求
我受够了你那些自私要求
我再不愿被当做你的玩偶
当做你的球
不开心就踢开我走
你残忍杀了我的温柔
我不能让你杀得片甲不留
就算你装做可怜要我挽留
我至多回首
留给你无尽的冷漠
就不再回头
不再—就不再回头",322,0.0,0.0465116279069767,0.0232558139534883,0.0232558139534883,0.513,0.412,0.785,143.099,-8.121,0.696,1.45e-05,0.25,0.142,calm
"饮胜甘至醒
倒哂落肚先至醒
饮胜先算醒
杯莫停胜
饮胜一次清
今晚尽兴杯要清
饮胜一于清
甘至尽情胜
人人确系高兴
大众叫弟呼兄
饮到连埋埕
你点可以剩胜
饮到连埋埕
无一杯会剩胜
饮胜梗要清
酒靓就要饮要清
饮胜必要清
杯莫停胜
饮胜起势清
一个二个都要清
饮胜饮到清
甘至尽情胜
大啖呷系恭敬
绝对无话温丁
饮到好开心
醉左先够劲胜
饮到好开心
四边响处拧胜
越哽我越高兴
成个肚系花精
饮到晕佗佗
我都不会停胜
饮到晕佗佗
个头起势 胜
大啖我又先敬
尽兴你就饮清
饮到朦查查
畅饮真够劲胜
饮到朦查查
醉猫双眼定胜",261,0.0259740259740259,0.0259740259740259,0.0259740259740259,0.0,0.475,0.594,0.703,153.848,-6.146,0.342,0.0,0.0752,0.123,calm
"您好几的百的年的前的 很多印度来的
他们是马来西亚人口第三大民族的
有的开荒使者 也有来卖咖哩的
还有很多律师很多医生他们做的他们有黑的白的黄的褐的美的丑的大的小的
高的矮的圆的扁的有的包着头的
宝莱坞大帅哥 打架超大声的
还有唱歌跳舞突然从树后面跑出来的如果你想吃饭就必须用抓的咖哩五颜六色放在巴蕉叶的
烤饼是用来甩的 奶茶是用来拉的
牛排吃不得是因为拿来拜的尼科尔大卫是我们最骄傲的
东尼费南德斯 肥的超会飞的
卡巴星他虽走了 民主改革不死的
就像甘地精神永远不会熄灭的 来唱歌
您好
您好பத்தியில் இருந்தது
பல ஆண்டுகளுக்கு முன்பு  இந்தியர்கள் இந்த பகுதிக்கு வந்தனர்
எவ்வளவு விலையுயர்ந்த வாழ்க்கை வாழ்கிறது
வெளிப்புற புறநகர் பகுதிகளில் ஒரு நாளைக்கு மூன்று சாப்பாட்டுக்கு கடினமாக உழைக்கநீண்ட காலத்திற்கு முன்
எங்கள் தாத்தா பாட்டி
அது ரப்பர் தோட்டத்துக்கு வழிவகுத்தது ரப்பர் சாஸ் சேகரிப்பு வாளிகள்
குழந்தைகள் கல்வி தீவிரமாக எடுத்துக் கொள்ளப்படவில்லை
கட்டிடங்கள் பாழடைந்த வளாகம்
ஜியோயுசுஹுடோ யார் குழப்பம் சத்தம்
எமது அடிப்படை மனித உரிமைகள் மற்றும் சுதந்திரங்களைப் பற்றி யாரும் அக்கறை காட்டவில்லை
அது போதும் போதாதா
ஆனால் எங்களுக்கு ஒரு சிறிய லிட்டில் இந்தியா உள்ளது
您好
您好",826,0.0,0.0,0.0,0.0,0.435,0.435,0.688,103.239,-11.359,0.449,0.0,0.0323,0.113,calm
"点亮，所有美梦的闪光点
舞鞋，谱写着，属于未来的某天
坚持，在伤痛和困难面前
改变，装扮着，颜值爆表的一天
要不是你和我一起努力实现，在这个美梦的终点怎有奇迹出现～爱又爱
唱起爱，跳起来，拥抱最初的梦想继续加油加油
唱起爱，跳起来，努力付出就有结果长大后我才明白
唱起爱，跳起来 紧握倔强的梦想继续加油加油
唱起爱，跳起来 就算失败也要勇往直前我一直都在夏日，阳光洒在我脸上
感受，迎风吹，汗水滑落的瞬间
再次，创造让梦成真的城堡
转眼，扮演着，芭蕾童话的主角
要不是你和我一起努力实现，在这个美梦的终点怎有奇迹出现～爱又爱
唱起爱，跳起来，拥抱最初的梦想继续加油加油
唱起爱，跳起来，努力付出就有结果长大后我才明白
唱起爱，跳起来 紧握倔强的梦想继续加油加油
唱起爱，跳起来 就算失败也要勇往直前我一直都在",354,0.0446428571428571,0.0446428571428571,0.0446428571428571,0.0,0.463,0.543,0.92,92.961,-7.851,0.0208,0.0,0.287,0.427,calm
"走过路，爬过坡，也曾跌落在悬崖底
那个人不是我，怎么会这么像我的兄弟
我今年五十岁，你又要说我在讲笑话
我只是有些累，只睁开半只眼看这世界
尽管 路还长，路还长，请给我一些希望请你一定一定告诉我，让我不用再回头的理由
可那些看也看不清的，可是我的希望？
请你一定一定告诉我，让我能继续飞行的理由
可那些抓也抓不住的，可是我的希望？
所以你要坚强，坚强，不去想未来怎样",183,0.0625,0.1041666666666666,0.0625,0.0,0.535,0.51,0.549,170.128,-8.055,0.289,0.0,0.218,0.152,calm
"妈妈我不想伤害你
我不想让你哭
原谅我我还太年轻
有许多事我会做错我曾经追寻的一切
现在都没有找到
你知道我一直要的
不是这个角落我找来找去
我找来找去
可哪儿才是我的彼岸我还有希望
我还有力量
可哪儿才是我的彼岸妈妈不要为我伤心
不要这样难过
我还在寻找生活
只是有些挫折我会找到一个方向
我会去另一个地方
我还会是你的骄傲
值得拥抱我找来找去
我找来找去
可哪儿才是我的彼岸我还有希望
我还有力量
可哪儿才是我的彼岸我找来找去
我找来找去
可哪儿才是我的彼岸我还有希望
我还有力量
可哪儿才是我的彼岸我还有希望
我还有力量
可哪儿才是我的彼岸",273,0.0259740259740259,0.1298701298701298,0.0519480519480519,0.0259740259740259,0.549,0.55,0.56,131.829,-13.143,0.189,0.0,0.0596,0.0821,calm
