title,artist,album,genre,emotion_label,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
Get Me Off,Crush Club,Get Me Off,pop,happy,0.87,0.885,0.821,109.998,-4.867,0.0014,0.00031,0.0527,0.19
Cinderella - Retrovision Remix,Janee,Cinderella (Retrovision Remix),edm,energetic,0.458,0.719,0.765,125.988,-7.283,0.305,0.000468,0.0581,0.17
I Tuoi Particolari,Ultimo,I Tuoi Particolari,r&b,sad,0.297,0.588,0.659,135.884,-5.682,0.632,0.0,0.063,0.124
Use Somebody,Kings of Leon,Mother's Day Songs,rock,sad,0.16,0.756,0.266,137.102,-5.386,0.00313,0.000192,0.0464,0.154
Crazy Bitch - Original Mix,Route 94,House & Pressure,edm,energetic,0.104,0.734,0.814,124.013,-9.925,6.83e-05,0.718,0.0706,0.0888
Rattle - Original Mix,Bingo Players,Rattle,pop,energetic,0.529,0.957,0.744,127.991,-4.8,0.00152,0.884,0.0519,0.352
Me Pichea,Casper Magico,Me Pichea,rap,energetic,0.491,0.765,0.789,95.075,-4.143,0.49,0.0,0.118,0.623
Social Media,Løyd,A Post-Apocalyptic Modern Art Gallery,edm,energetic,0.429,0.892,0.781,124.931,-6.425,0.0389,0.288,0.17,0.0866
Room for Two,Moe Aly,Room for Two,latin,sad,0.287,0.693,0.387,149.187,-7.865,0.182,0.0,0.0589,0.171
Métele Sazón,Luny Tunes,"Mas Flow, Vol. 1",latin,happy,0.914,0.663,0.847,95.041,-8.0,0.526,0.00148,0.0533,0.0736
Love Is Blind,Coleman Hell,Love Is Blind,pop,energetic,0.559,0.779,0.66,128.007,-4.625,0.00746,0.0,0.0309,0.193
The Drummer,Niki & The Dove,Instinct,pop,energetic,0.683,0.713,0.674,124.972,-7.782,0.001,0.0401,0.0602,0.0618
Love You Like A Love Song,Selena Gomez & The Scene,For You,pop,happy,0.874,0.674,0.856,116.991,-3.793,0.0638,0.0,0.0513,0.0726
Fucking Up Profits,Migos,Before Anythang (Original Motion Picture Soundtrack),r&b,energetic,0.536,0.722,0.843,142.025,-3.488,0.035,0.0,0.195,0.134
Once Bitten Twice Shy,Great White,Twice Shy,rock,happy,0.607,0.541,0.723,131.675,-14.021,0.028,0.00339,0.0303,0.133
"Sweet Child O' Mine - feat. Myles Kennedy and The Conspirators; Live at Spotify, London",Slash,Spotify Sessions,latin,sad,0.315,0.538,0.566,121.154,-5.729,0.406,0.000497,0.0346,0.979
Whatcha Wanna Do,Mia X,Mama Drama,rap,sad,0.313,0.587,0.709,84.94,-8.582,0.00441,0.0,0.107,0.14
El Recuerdo,Mora,El Recuerdo,latin,calm,0.502,0.543,0.706,180.03,-5.338,0.728,0.0,0.352,0.112
Taxista,Descemer Bueno,7 Days in Havana: Original Motion Picture Soundtrack,r&b,happy,0.752,0.656,0.732,85.045,-6.74,0.538,0.0,0.0556,0.0859
Let Me Love You - DAZZ Remix,CALVO,Let Me Love You (Remixes),edm,sad,0.383,0.88,0.406,123.416,-5.564,0.0183,0.0,0.0712,0.0733
The Road,Flynn,Cycles,rap,calm,0.669,0.345,0.497,77.695,-7.666,0.962,0.944,0.181,0.108
If You Want Me to Stay,Eric Benét,True To Myself,r&b,calm,0.582,0.476,0.876,97.528,-6.489,0.485,1.14e-06,0.0506,0.0519
Thursday - Nicky Romero Remix,Jess Glynne,Thursday (Nicky Romero Remix),pop,happy,0.615,0.622,0.739,119.992,-5.382,0.532,0.0,0.0394,0.0508
Taro,alt-J,An Awesome Wave,pop,sad,0.293,0.476,0.35,171.938,-10.653,0.765,0.0039,0.034,0.0785
Que Calor (feat. J Balvin & El Alfa),Major Lazer,Que Calor (feat. J Balvin & El Alfa),latin,energetic,0.46,0.885,0.795,126.037,-4.13,0.0375,0.00638,0.0713,0.292
Seaside Rendezvous - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),rock,happy,0.798,0.699,0.459,167.491,-5.496,0.36,0.0,0.117,0.294
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,rock,calm,0.477,0.338,0.388,177.784,-10.054,0.652,3.72e-06,0.0328,0.248
Bring It On,Geto Boys,Til Death Do Us Part,rap,energetic,0.533,0.698,0.855,92.888,-9.0,0.175,0.0,0.331,0.651
HIP,Mamamoo,reality in BLACK,pop,happy,0.824,0.731,0.782,138.032,-4.581,0.0376,3.15e-05,0.143,0.0956
Let It Snow,Boyz II Men,The Best Of/20th Century Masters: The Christmas Collection,r&b,calm,0.542,0.409,0.697,124.382,-11.238,0.685,2.83e-05,0.0369,0.114
After Midnight,Eric Clapton,The Cream Of Clapton,rock,happy,0.949,0.619,0.619,126.941,-13.185,0.2,0.0,0.0342,0.179
No Me Llores,Duki,No Me Llores,rap,sad,0.158,0.676,0.538,82.522,-8.846,0.665,7.98e-06,0.038,0.135
Fuck Love (feat. Trippie Redd),XXXTENTACION,17,rap,sad,0.329,0.533,0.797,131.036,-9.74,0.0172,0.000152,0.0412,0.103
Hungover - Jay Fox Edit,Dana Kelson,Hungover (Jay Fox Edit),latin,energetic,0.69,0.752,0.802,115.065,-6.25,0.11,0.0,0.0594,0.176
Blame,Ekali,Blame,rap,sad,0.117,0.68,0.624,91.998,-7.285,0.114,6.78e-05,0.0421,0.0614
Don't Look Down,Martin Garrix,Don't Look Down,edm,sad,0.377,0.831,0.575,127.991,-5.972,0.00406,0.000449,0.0356,0.111
The Moth & The Flame,Les Deux Love Orchestra,Ecstasy,pop,sad,0.0819,0.3,0.706,108.903,-14.218,0.699,0.0271,0.0302,0.108
Regulars,Allie X,Regulars,pop,energetic,0.521,0.667,0.732,114.966,-6.62,0.032,0.000574,0.0391,0.111
Welcome To Your Life,Grouplove,Big Mess,pop,energetic,0.404,0.617,0.511,90.951,-5.883,0.00223,0.0,0.0313,0.201
Sure Boy,Rahsaan Patterson,Love In Stereo,r&b,energetic,0.414,0.614,0.687,191.934,-6.272,0.0139,5.78e-06,0.226,0.114
M-E-X-I-C-O,C-Kan,Voy Por El Sueño de Muchos,rap,happy,0.86,0.817,0.654,174.055,-4.832,0.0228,0.0,0.313,0.216
In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,Rhino Hi-Five: Iron Butterfly,rock,happy,0.794,0.497,0.472,119.503,-10.438,0.00298,0.000287,0.0309,0.195
Dirty South,Upchurch,Creeker,rap,sad,0.357,0.459,0.583,99.809,-8.422,0.239,0.0,0.0304,0.111
The Spectre,Alan Walker,The Spectre,edm,energetic,0.198,0.711,0.654,127.957,-7.438,0.0214,0.00191,0.0383,0.0903
Do It Again,No Rome,Do It Again,pop,calm,0.634,0.388,0.671,158.687,-8.302,0.041,0.000302,0.0632,0.108
Sola,Luis Fonsi,VIDA,latin,calm,0.483,0.525,0.737,127.97,-6.677,0.509,0.0,0.25,0.0608
Sinking,Tinley,Sinking,pop,calm,0.411,0.169,0.542,108.764,-13.416,0.78,0.0,0.0586,0.11
Worth It,YK Osiris,Worth It,rap,calm,0.422,0.528,0.764,123.936,-4.082,0.468,0.0,0.0588,0.0811
Got Me Thinkin' (feat. Sparkz),The Mouse Outfit,Escape Music,r&b,calm,0.427,0.412,0.813,90.807,-8.356,0.561,0.00477,0.205,0.107
Can't Take It with You,The Alan Parsons Project,Pyramid (Expanded Edition),rock,sad,0.352,0.585,0.49,125.315,-10.623,0.131,0.00423,0.0408,0.0845
Offbeat Swag - Maroy's Deep Drums Remix,Bryan Dalton,Offbeat Swag,latin,energetic,0.352,0.881,0.797,126.005,-4.799,0.00506,0.392,0.181,0.189
Breathe,Lisa McClendon,Soul Music,r&b,calm,0.488,0.16,0.795,79.155,-9.228,0.102,1.59e-05,0.0356,0.12
Sum 2 Prove,Lil Baby,Sum 2 Prove,rap,calm,0.418,0.552,0.823,124.038,-7.57,0.0174,0.0,0.324,0.122
Nobody Other,Kadhja Bonet,The Visitor,r&b,sad,0.279,0.179,0.302,85.477,-21.092,0.943,0.666,0.0403,0.112
She Sells Sanctuary (2009 Re-master),The Cult,Love (Expanded Edition),rock,sad,0.37,0.834,0.543,139.625,-6.812,5.5e-06,0.889,0.029,0.0777
lift me from the ground - Jaron Remix,San Holo,album1 (a lot of remixes),rap,sad,0.226,0.51,0.541,147.143,-4.282,0.0142,5.73e-05,0.0644,0.0967
Wake Me When It's Quiet,Hilda,Wake Me When It's Quiet,edm,sad,0.25,0.51,0.689,111.951,-6.707,0.365,0.000333,0.0458,0.126
Just Friends (Sunny),Musiq Soulchild,Aijuswanaseing,r&b,calm,0.547,0.372,0.748,95.033,-7.577,0.439,0.0,0.173,0.366
I Know,Bayonne,I Know,pop,happy,0.724,0.687,0.706,137.003,-8.84,0.826,0.901,0.0327,0.177
Reload - Vocal Version / Radio Edit,Sebastian Ingrosso,Reload (Vocal Version / Radio Edit),pop,energetic,0.434,0.736,0.485,128.053,-4.617,0.0731,0.0,0.0515,0.061
No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato),pop,energetic,0.595,0.667,0.741,112.956,-5.445,0.0575,0.0,0.134,0.106
Tipsy - Radio Mix,J-Kwon,Tipsy,rap,energetic,0.615,0.748,0.925,92.978,-5.572,0.0484,0.0,0.278,0.101
How Crazy Is That,Derrick Ryan,How Crazy Is That,latin,sad,0.197,0.326,0.782,123.94,-12.198,0.0585,8.69e-06,0.0754,0.132
Growin' Up In the Hood,Compton's Most Wanted,Straight Checkn 'Em,rap,happy,0.622,0.657,0.858,89.988,-11.2,0.0945,0.0,0.269,0.258
For The Turnstiles,The Be Good Tanyas,Hello Love,r&b,calm,0.523,0.554,0.551,79.812,-9.403,0.164,9.4e-05,0.028,0.0869
The Things You Do,Griffin Stoller,The Things You Do,pop,energetic,0.528,0.631,0.684,91.958,-6.746,0.306,4.97e-05,0.0378,0.103
"Heartbroken, In Disrepair",Dan Auerbach,Keep It Hid,rap,happy,0.934,0.901,0.601,77.742,-8.414,0.00912,0.256,0.0463,0.264
Body Pop,Oomloud,Body Pop,edm,energetic,0.586,0.945,0.828,126.002,-3.725,0.0241,0.00401,0.216,0.437
María Cristina - Remasterizado,Eliades Ochoa,The Real Cuban Music (Remasterizado),r&b,happy,0.92,0.631,0.514,94.828,-8.591,0.295,1.64e-05,0.0354,0.0294
You Don't Know Me - Radio Edit,Jax Jones,You Don't Know Me,pop,happy,0.682,0.669,0.876,124.007,-6.054,0.163,0.0,0.138,0.185
Down Down Down,Dr Phunk,Down Down Down,edm,energetic,0.341,0.819,0.665,76.028,-5.377,0.141,0.0126,0.153,0.234
Be Sure,Ballin Entertainment,Ultimate Freestyle Mega Mix,latin,happy,0.707,0.82,0.622,128.024,-12.701,0.0025,0.464,0.0547,0.0766
Proud,Jelly Roll,Waylon & Willie,rap,sad,0.255,0.679,0.748,129.952,-7.219,0.492,8.47e-06,0.0384,0.142
Buena Vibra,Mario Bautista,Buena Vibra,latin,energetic,0.691,0.721,0.765,105.992,-5.166,0.0278,0.0,0.0917,0.12
Ha Leh Lou Ya,Robin Schulz,Uncovered,latin,energetic,0.298,0.777,0.708,120.017,-6.232,0.0097,2.62e-05,0.113,0.113
Beginnings,Knowmadic,Strays,rap,calm,0.519,0.183,0.612,69.987,-15.316,0.788,0.599,0.113,0.108
Gangsta's Paradise (feat. L.V.),Coolio,Gangsta's Paradise (US Release),rap,energetic,0.415,0.63,0.641,79.955,-6.393,0.0372,0.0,0.0521,0.4
You Remind Me (feat. Stanaj),Gryffin,Gravity Pt. 1,pop,energetic,0.419,0.881,0.573,128.926,-4.688,0.111,0.0,0.0331,0.222
Six Feet Under,The Weeknd,Starboy,r&b,sad,0.244,0.504,0.772,140.035,-8.219,0.129,0.0,0.0761,0.125
Firework,Katy Perry,Teenage Dream,pop,energetic,0.648,0.832,0.638,124.071,-5.039,0.141,0.0,0.049,0.113
Diamonds (with Normani),Megan Thee Stallion,Diamonds (with Normani),latin,energetic,0.488,0.753,0.785,94.012,-3.841,0.188,1.01e-06,0.0873,0.265
Different Day,CloutBag,Different Day,r&b,calm,0.464,0.397,0.936,136.02,-12.391,0.00165,0.0,0.45,0.104
The Mother We Share,CHVRCHES,The Bones of What You Believe,pop,sad,0.338,0.686,0.46,173.829,-6.43,0.0324,4.45e-06,0.0301,0.126
Don't Do Me Like That,Tom Petty and the Heartbreakers,Damn The Torpedoes (Deluxe Edition),rock,happy,0.961,0.805,0.758,116.543,-4.243,0.211,1.53e-05,0.0279,0.0982
You Don't Have To Worry,Doris,You Don't Have To Worry,r&b,calm,0.444,0.549,0.457,76.011,-5.354,0.157,0.0546,0.03,0.398
Ivy,Frank Ocean,Blonde,r&b,calm,0.452,0.388,0.567,116.362,-9.579,0.782,0.000309,0.0384,0.248
Outside,TENDER,Outside,pop,calm,0.432,0.52,0.577,74.952,-8.237,0.172,0.00167,0.0376,0.098
Can't You Hear Me Knocking - Remastered,The Rolling Stones,Sticky Fingers (Remastered),rock,happy,0.714,0.757,0.545,152.217,-5.228,0.408,0.045,0.0396,0.16
Get It On,Jenaux,Get It On,edm,energetic,0.528,0.939,0.656,108.086,-1.277,0.0271,0.0179,0.0479,0.321
That's Not Me,Skepta,Konnichiwa,rap,happy,0.869,0.854,0.827,139.089,-3.43,0.334,0.0,0.238,0.073
Tungba,Ajebutter22,Make E No Cause Fight,r&b,calm,0.801,0.346,0.749,203.776,-5.85,0.454,0.0249,0.458,0.086
Safari,J Balvin,Energía,latin,happy,0.604,0.675,0.689,180.065,-4.281,0.531,3.17e-06,0.32,0.115
Eye of the Tiger,Survivor,The Best Of Survivor,rock,calm,0.566,0.556,0.824,108.858,-10.711,0.146,0.000394,0.033,0.0839
We Are Young (feat. Janelle Monáe),fun.,Some Nights,pop,happy,0.735,0.638,0.378,184.086,-5.576,0.02,7.66e-05,0.075,0.0849
Wasted - TST Remix,Tiësto,Wasted (Remixes),edm,sad,0.228,0.906,0.555,128.017,-6.058,0.00192,0.545,0.0461,0.0556
These Days,Mike Stud,This Isn't The Album,r&b,sad,0.328,0.364,0.815,129.937,-11.158,0.533,3.52e-05,0.375,0.108
In Your Arms (with X Ambassadors),ILLENIUM,ASCEND,pop,sad,0.112,0.806,0.404,148.036,-4.75,0.198,0.0,0.0496,0.114
I'm a Mess - Ofenbach Remix,Bebe Rexha,I'm a Mess (Remixes),edm,energetic,0.498,0.823,0.678,120.038,-3.873,0.0939,3.04e-06,0.0325,0.177
Stay High - Habits Remix,Tove Lo,Queen Of The Clouds,rap,sad,0.0747,0.677,0.736,121.01,-7.036,0.00114,0.844,0.0352,0.0949
Fogo (feat. Julimar Santos),Garmiani,Fogo (feat. Julimar Santos),edm,energetic,0.672,0.973,0.748,128.059,-2.557,0.0987,0.0301,0.104,0.325
Ride It,Regard,Ride It,edm,happy,0.884,0.751,0.88,117.948,-4.258,0.177,6.43e-05,0.0874,0.106
Arabian Bounce,Wolfpack,Arabian Bounce,edm,energetic,0.107,0.962,0.689,128.01,-2.952,0.00707,0.00127,0.085,0.236
Here with Me,Susie Suh,Here with Me,pop,sad,0.106,0.375,0.582,129.909,-13.277,0.702,0.0631,0.0329,0.136
Destination Sunrise,Bit Funk,Destination Sunrise,latin,energetic,0.431,0.838,0.611,107.988,-3.489,0.00189,0.0525,0.0371,0.0892
Fantasy,Hana,Fantasy,r&b,sad,0.372,0.287,0.732,90.013,-13.986,0.262,0.0,0.242,0.107
Wild Side,Cross My Heart Hope To Die,Cross My Heart Hope to Die - EP,r&b,sad,0.361,0.84,0.433,149.447,-4.055,0.00894,4.12e-06,0.0665,0.233
November,LemKuuja,CHEESECAKE+,r&b,happy,0.88,0.788,0.781,115.09,-5.965,0.00139,0.891,0.202,0.224
Maddy La Nuit,Flavien Berger,Contre-Temps,edm,calm,0.51,0.336,0.76,119.985,-13.415,0.806,0.504,0.0448,0.118
Atrévete,Nicky Jam,Intimo,latin,energetic,0.586,0.675,0.552,183.785,-3.824,0.311,0.0,0.297,0.119
Outside,Calvin Harris,Motion,pop,energetic,0.418,0.823,0.646,128.035,-4.123,0.213,0.0,0.0394,0.322
Addicted To That Rush,Mr. Big,Mr. Big,rock,energetic,0.444,0.974,0.46,112.684,-5.095,0.0537,7.95e-06,0.156,0.329
Na De Na,Angel Y Khriz,Showtime,latin,energetic,0.682,0.894,0.878,119.927,-5.834,0.184,0.0,0.123,0.105
Panda,Desiigner,Panda,latin,energetic,0.266,0.731,0.685,145.245,-5.503,0.0292,0.0,0.414,0.369
Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),rock,happy,0.749,0.864,0.437,81.394,-7.842,0.396,0.0314,0.0904,0.242
Everyday Is Like Sunday - 2011 Remaster,Morrissey,Viva Hate [2011 - Remaster] (2011 Remastered Version),rock,energetic,0.56,0.869,0.6,117.064,-5.126,0.00345,0.441,0.0302,0.311
Let Me Roll It - Remastered 2010,Paul McCartney,Band On The Run (Standard),rock,calm,0.519,0.407,0.338,172.612,-8.506,0.0327,0.00246,0.0371,0.081
You Keep Your Love Out Of My Reach,Mr. Shadow,Thug Love,latin,calm,0.529,0.592,0.783,119.004,-6.966,0.489,0.0,0.16,0.221
Burn It to the Ground,Nickelback,Dark Horse,rock,energetic,0.6,0.922,0.617,132.059,-3.474,0.000247,0.388,0.0744,0.363
In Your Eyes (feat. Alida),Robin Schulz,In Your Eyes (feat. Alida),pop,energetic,0.448,0.672,0.57,120.019,-5.89,0.177,0.0,0.0723,0.0768
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,Father Of Asahd,rap,happy,0.853,0.666,0.861,145.041,-5.18,0.00218,0.0,0.343,0.272
Mitsubishi,Orochi,Mitsubishi,rap,happy,0.705,0.57,0.751,110.02,-7.017,0.126,0.0,0.209,0.101
Rock Rock (Till You Drop),Def Leppard,Rock Of Ages: The Definitive Collection,rock,energetic,0.401,0.958,0.557,133.022,-4.63,0.00115,0.00635,0.0679,0.0688
Ok Without You,Klaas,Ok Without You,edm,energetic,0.252,0.787,0.665,124.989,-6.026,0.011,0.000428,0.099,0.539
A Mother Lost,Yazmin Lacey,Black Moon,r&b,calm,0.529,0.516,0.663,83.909,-10.174,0.341,0.00171,0.0693,0.214
Feel Something (feat. Remmi) (feat. Remmi) - Mokita Remix,Black Coast,Feel Something (feat. Remmi) (feat. Remmi) [Remixes],edm,calm,0.487,0.562,0.604,137.983,-7.091,0.58,2.26e-05,0.0725,0.169
8282(Party),twlv,8282(Party),pop,happy,0.722,0.637,0.832,103.036,-4.994,0.0334,0.0,0.0568,0.0653
Thinking 'Bout You,Dua Lipa,Dua Lipa,r&b,calm,0.468,0.481,0.802,90.973,-5.132,0.0856,0.0,0.043,0.152
Your Love,Mercer,Your Love,edm,happy,0.816,0.988,0.744,124.943,-2.812,0.0151,0.00094,0.0548,0.17
Iris,The Goo Goo Dolls,Dizzy up the Girl,rock,energetic,0.497,0.715,0.315,155.925,-8.072,0.00125,7.97e-06,0.0362,0.0942
Seek Bromance (Avicii Vocal Edit),Tim Berg,Seek Bromance,edm,energetic,0.547,0.811,0.49,125.965,-2.524,0.0896,0.0,0.044,0.0898
Back That Azz Up,Juvenile,Greatest Hits,rap,energetic,0.528,0.82,0.752,191.685,-3.35,0.0339,0.0,0.257,0.0998
Why Do You Love Me,Charlotte Lawrence,Why Do You Love Me,pop,calm,0.732,0.305,0.81,120.013,-6.165,0.28,0.000116,0.0902,0.203
Black Horse And The Cherry Tree,KT Tunstall,Eye To The Telescope,rock,happy,0.917,0.786,0.748,104.833,-7.788,0.328,0.0,0.0641,0.34
Untouchable (feat. Aimee Dalton),Will Sparks,Untouchable (feat. Aimee Dalton),edm,sad,0.16,0.786,0.57,128.158,-5.212,0.208,0.0,0.113,0.0748
Country Grammar (Hot Shit),Nelly,Country Grammar,rap,energetic,0.527,0.673,0.872,162.781,-6.879,0.00802,0.0,0.108,0.155
Taste & See,Cynthia Jones,Gotta Soul,r&b,calm,0.437,0.276,0.508,93.489,-13.384,0.567,0.0,0.0297,0.0786
Renegades - Stash Konig Remix,X Ambassadors,Renegades (Stash Konig Remix),edm,happy,0.789,0.696,0.663,127.985,-5.94,0.000523,1.18e-06,0.11,0.661
Slice of Life,Flitz&Suppe,Chillhop Essentials Spring 2019,pop,sad,0.148,0.246,0.715,84.009,-17.751,0.293,0.896,0.0448,0.382
Sweet Dreams,Dwin,Sweet Dreams,edm,energetic,0.489,0.77,0.719,110.075,-4.405,0.0811,0.000976,0.0526,0.19
Welcome To My Hood,DJ Khaled,We The Best Forever,rap,energetic,0.558,0.7,0.598,139.48,-3.903,0.0074,0.0,0.205,0.281
I Love You,Faith Evans,Faithfully,r&b,energetic,0.567,0.757,0.489,168.004,-4.062,0.00981,0.0,0.0926,0.234
I'm Gonna Be Around - 2014 Remastered Version,Michael Learns To Rock,25,rock,calm,0.569,0.473,0.575,164.018,-8.957,0.0534,0.0,0.0242,0.144
Spend Some Time,Eminem,Encore (Deluxe Explicit Version),rap,sad,0.133,0.61,0.695,83.659,-5.133,0.0561,1.19e-05,0.228,0.123
Lejos De Ti,Gian Marco,Resucitar,latin,happy,0.77,0.755,0.695,100.017,-6.867,0.134,0.0,0.0386,0.0877
Oh! Sweet Nuthin' - 2015 Remastered,The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,rock,calm,0.525,0.467,0.399,75.601,-11.763,0.303,0.0186,0.0284,0.124
Eu Tenho Drip,Derek,Eu Tenho Drip,rap,calm,0.479,0.401,0.884,122.0,-10.136,0.251,1.43e-05,0.072,0.497
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,calm,0.562,0.425,0.701,135.128,-10.965,0.328,0.13,0.375,0.1
Cool Cat - Remastered 2011,Queen,Hot Space (2011 Remaster),rock,happy,0.838,0.4,0.818,73.76,-9.927,0.302,0.00241,0.11,0.18
Eternamente Bella,Alejandra Guzman,Eternamente Bella,latin,happy,0.969,0.832,0.748,114.119,-7.526,0.167,6.7e-05,0.0272,0.26
Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),rap,energetic,0.607,0.838,0.712,148.138,-2.679,0.403,0.0,0.313,0.809
Day Or Night,Mike Williams,Day Or Night,edm,energetic,0.534,0.881,0.619,128.036,-4.087,0.00826,0.0941,0.0335,0.0995
Do I,Alice Smith,"For Lovers, Dreamers & Me",r&b,calm,0.528,0.473,0.7,122.985,-7.024,0.0205,7.84e-06,0.0424,0.113
District,AK Ausserkontrolle,Panzaknacka,rap,energetic,0.373,0.738,0.784,93.988,-7.685,0.0312,0.00334,0.348,0.23
Falling Down - Bonus Track,Lil Peep,"Come Over When You're Sober, Pt. 2",rap,sad,0.273,0.574,0.669,120.013,-6.442,0.0175,0.00294,0.0286,0.146
Madness,Royse,Madness,latin,energetic,0.699,0.727,0.778,120.016,-4.5,0.0985,0.0,0.0395,0.152
Starboy,The Weeknd,Starboy,pop,calm,0.475,0.594,0.68,186.04,-7.021,0.159,2.35e-06,0.28,0.134
Shakin',Eddie Money,No Control,rock,happy,0.899,0.789,0.614,113.701,-10.241,0.0342,0.00132,0.0342,0.114
Rabbit Hole,CamelPhat,Rabbit Hole,edm,energetic,0.287,0.865,0.603,123.987,-6.913,0.00991,0.0227,0.034,0.203
Feel It Still,Revelries,Feel It Still,latin,sad,0.308,0.679,0.686,123.942,-7.524,0.0696,4.29e-06,0.0334,0.0887
What Child Is This,Kelly Price,One Family,r&b,calm,0.586,0.525,0.668,150.19,-9.081,0.623,0.000757,0.218,0.152
Sun In Our Eyes,MØ,Sun In Our Eyes,edm,energetic,0.386,0.832,0.757,125.894,-3.318,0.0384,0.00241,0.0758,0.661
Real Love - Anthology 2 Version,The Beatles,Anthology 2,rock,energetic,0.424,0.677,0.388,175.818,-7.262,0.0527,0.0107,0.0301,0.221
Confused,Tevin Campbell,T.E.V.I.N.,r&b,sad,0.295,0.53,0.532,157.815,-9.648,0.0514,0.0,0.0287,0.136
Ролексы,nogano,Лакшери,rap,calm,0.432,0.585,0.605,140.017,-7.76,0.176,0.0,0.134,0.527
Back for a Fight,Falling Decibyls,Back for a Fight,edm,energetic,0.351,0.885,0.813,124.016,-2.481,0.0015,0.000977,0.215,0.0954
Go,Grant Terry,Silent War,pop,happy,0.815,0.613,0.583,204.068,-4.786,0.0309,0.0,0.0414,0.0637
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,latin,calm,0.436,0.296,0.315,172.638,-13.262,0.771,0.0,0.0317,0.702
Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,Clear Spot,rock,calm,0.712,0.357,0.786,88.969,-15.838,0.416,0.00119,0.0472,0.0756
On Your Mark,Gregor Salto,Gregor Salto Ultimate Miami 2,latin,energetic,0.201,0.831,0.744,128.025,-4.022,0.00474,0.789,0.0507,0.128
Jubel,Klingande,Jubel,latin,sad,0.181,0.476,0.698,124.986,-7.459,0.185,0.238,0.0417,0.0542
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,r&b,sad,0.218,0.566,0.511,83.903,-7.23,0.349,0.0,0.2,0.34
Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,Marnik,Alone (feat. Anjulie & Jeffrey Jey) [Club Mix],edm,sad,0.325,0.934,0.56,134.004,-2.984,0.00457,3.11e-06,0.0378,0.297
Alone Together,Daley,Alone Together EP,r&b,sad,0.307,0.497,0.507,89.637,-8.366,0.177,0.0,0.12,0.132
Toi Et Moi,Paradis,Recto Verso,rock,energetic,0.608,0.76,0.703,113.01,-7.308,0.00412,0.761,0.0635,0.111
Say So,Terror Jr,Say So,edm,sad,0.284,0.613,0.726,98.027,-5.348,0.234,2.11e-06,0.0621,0.19
You Sexy Thing,Hot Chocolate,Hot Chocolate,rock,happy,0.962,0.734,0.791,105.854,-5.464,0.522,0.00165,0.0629,0.167
Culpables,"Drako ""El Principe""",Culpables,latin,calm,0.482,0.44,0.729,88.997,-13.32,0.19,0.00203,0.169,0.0775
Beyond the Stars,Jeff Bradshaw,Bone Deep,r&b,sad,0.0673,0.219,0.402,91.885,-19.019,0.661,0.248,0.0446,0.079
Real Love,Drizabone,Conspiracy,r&b,happy,0.811,0.678,0.786,105.468,-8.329,0.0263,2.83e-06,0.086,0.0365
Could Be Fun,Banana Club,Could Be Fun,pop,calm,0.503,0.49,0.849,118.011,-9.558,0.0256,0.00059,0.0445,0.738
Verrako,Coqeéin Montana,Verrako,rap,sad,0.359,0.55,0.463,189.779,-9.747,0.464,8.21e-06,0.541,0.0869
Helpless - Interlude,MALIA,Late Bloomer,r&b,calm,0.547,0.297,0.924,105.027,-8.065,0.763,0.00142,0.0564,0.0997
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,r&b,sad,0.0605,0.427,0.598,76.469,-8.764,0.0546,5.83e-06,0.0317,0.21
Sub Me In,Futuristic,Coast 2 Coast,rap,energetic,0.679,0.868,0.67,140.236,-6.738,0.177,0.0,0.202,0.666
You Give Good Love,Whitney Houston,Whitney Houston,r&b,calm,0.534,0.365,0.559,74.802,-13.654,0.686,0.0,0.0332,0.0771
Full Circle,Five Finger Death Punch,Full Circle,rock,sad,0.29,0.993,0.495,149.912,-3.014,0.000151,0.0,0.145,0.368
Blah Blah Blah,Armin van Buuren,Blah Blah Blah,edm,sad,0.16,0.963,0.378,103.406,-3.911,0.00882,0.00357,0.0682,0.294
Find You,Nora Van Elken,Find You,latin,energetic,0.347,0.851,0.832,120.007,-5.938,0.0781,0.00335,0.0631,0.263
American Idiot,Green Day,American Idiot,rock,happy,0.769,0.988,0.38,186.113,-2.042,2.64e-05,7.86e-05,0.0639,0.368
GUD VIBRATIONS,NGHTMRE,GUD VIBRATIONS,rap,sad,0.0675,0.924,0.514,151.994,-5.417,0.000208,0.805,0.052,0.0684
